X-Data,AVValue[Volts],BVValue[Volts],CVValue[Volts],AIValue[Amps],BIValue[Amps],CIValue[Amps],AVrmsValue[Volts],BVrmsValue[Volts],CVrmsValue[Volts],DVrmsValue[Volts],
0d - 00:00:00,004493970,167.10,-60.4754,-104.7096,0.7247,-2.5983,2.9887,,,,,
0d - 00:00:00,004559100,166.31,-56.1852,-108.2504,0.8176,-2.5238,2.9236,,,,,
0d - 00:00:00,004624230,165.52,-51.8949,-111.8598,0.9012,-2.5517,2.7839,,,,,
0d - 00:00:00,004689360,165.62,-48.2911,-115.7443,0.9941,-2.5517,2.7653,,,,,
0d - 00:00:00,004754490,165.96,-44.8589,-119.4570,1.0591,-2.4213,2.6908,,,,,
0d - 00:00:00,004819620,165.55,-41.1865,-122.7227,1.2078,-2.4772,2.5977,,,,,
0d - 00:00:00,004884750,164.59,-37.5483,-125.3009,1.2821,-2.4400,2.5418,,,,,
0d - 00:00:00,004949880,163.84,-34.3220,-127.9479,1.4308,-2.4213,2.4394,,,,,
0d - 00:00:00,005015010,163.15,-30.7182,-131.1448,1.4865,-2.4213,2.3463,,,,,
0d - 00:00:00,005080140,162.81,-27.1831,-134.3418,1.5887,-2.2444,2.2532,,,,,
0d - 00:00:00,005145270,162.12,-23.8881,-137.1607,1.6445,-2.3655,2.1694,,,,,
0d - 00:00:00,005210400,161.47,-20.4559,-139.9795,1.7559,-2.2723,2.0763,,,,,
0d - 00:00:00,005275530,160.51,-16.8864,-142.9015,1.8489,-2.2537,1.9832,,,,,
0d - 00:00:00,005340660,159.07,-12.6992,-145.7203,1.7467,-2.2072,1.8901,,,,,
0d - 00:00:00,005405790,157.55,-8.9581,-148.1610,2.0811,-2.1978,1.7783,,,,,
0d - 00:00:00,005470920,156.18,-5.2856,-150.4642,2.1833,-2.1606,1.7132,,,,,
0d - 00:00:00,005536050,154.36,-1.0640,-153.1112,2.2205,-2.1326,1.6201,,,,,
0d - 00:00:00,005601180,152.37,3.432,-155.5519,2.3970,-2.1233,1.4804,,,,,
0d - 00:00:00,005666310,150.52,6.693,-157.1332,2.4063,-2.0395,1.3966,,,,,
0d - 00:00:00,005731440,148.90,9.610,-158.6457,2.4342,-1.9650,1.3594,,,,,
0d - 00:00:00,005796570,146.60,13.832,-160.7770,2.5364,-1.9278,1.2383,,,,,
0d - 00:00:00,005861700,143.69,18.328,-162.2896,2.6386,-1.8998,1.1266,,,,,
0d - 00:00:00,005926830,140.60,22.344,-163.3552,2.7129,-1.8533,0.9962,,,,,
0d - 00:00:00,005991960,137.61,26.428,-164.5584,2.8151,-1.8812,0.9031,,,,,
0d - 00:00:00,006057090,134.45,30.100,-165.4866,2.8615,-1.7601,0.7821,,,,,
0d - 00:00:00,006122220,131.47,33.98,-166.2428,2.9730,-1.7229,0.7355,,,,,
0d - 00:00:00,006187350,127.35,38.82,-167.3085,3.0381,-1.5739,0.5866,,,,,
0d - 00:00:00,006252480,123.50,43.73,-168.3742,3.1031,-1.6018,0.5214,,,,,
0d - 00:00:00,006317610,120.07,47.57,-168.8898,3.168,-1.5366,0.3817,,,,,
0d - 00:00:00,006382740,116.54,50.49,-167.7898,3.270,-1.5366,0.29794,,,,,
0d - 00:00:00,006447870,112.59,51.14,-164.0428,3.261,-1.4342,0.19552,,,,,
0d - 00:00:00,006513000,109.40,53.03,-164.3178,3.438,-1.3876,0.12104,,,,,
0d - 00:00:00,006578130,107.27,59.72,-169.1648,3.447,-1.3597,0,,,,,
0d - 00:00:00,006643260,103.77,66.72,-171.5368,3.493,-1.2666,-0.0838,,,,,
0d - 00:00:00,006708390,97.93,71.36,-169.8867,3.670,-1.2293,-0.1397,,,,,
0d - 00:00:00,006773520,91.99,75.82,-168.8554,3.521,-1.1827,-0.2979,,,,,
0d - 00:00:00,006838650,87.32,80.24,-168.8210,3.670,-1.1641,-0.3724,,,,,
0d - 00:00:00,006903780,83.75,83.09,-168.0992,3.726,-1.0617,-0.4655,,,,,
0d - 00:00:00,006968910,80.70,85.39,-167.7554,3.670,-1.0058,-0.6331,,,,,
0d - 00:00:00,007034040,78.06,88.59,-168.2710,3.753,-0.9313,-0.5773,,,,,
0d - 00:00:00,007099170,75.00,92.05,-168.5804,3.828,-0.8568,-0.7728,,,,,
0d - 00:00:00,007164300,71.26,95.35,-167.7554,3.893,-0.8382,-0.9031,,,,,
0d - 00:00:00,007229430,66.08,99.64,-166.8272,3.884,-0.7543,-0.9962,,,,,
0d - 00:00:00,007294560,60.96,104.41,-166.5522,3.921,-0.7171,-1.0521,,,,,
0d - 00:00:00,007359690,56.23,108.73,-166.3116,3.986,-0.6333,-1.1638,,,,,
0d - 00:00:00,007424820,51.69,113.26,-166.1741,3.995,-0.5681,-1.2476,,,,,
0d - 00:00:00,007489950,47.20,117.69,-166.1397,4.032,-0.5122,-1.3594,,,,,
0d - 00:00:00,007555080,43.39,121.12,-165.7616,4.051,-0.5401,-1.4432,,,,,
0d - 00:00:00,007620210,40.09,123.70,-164.9709,4.079,-0.3539,-1.5921,,,,,
0d - 00:00:00,007685340,36.83,126.00,-164.0428,4.088,-0.3446,-1.6201,,,,,
0d - 00:00:00,007750470,33.74,128.50,-163.1146,4.088,-0.2608,-1.6852,,,,,
0d - 00:00:00,007815600,30.481,131.14,-162.3583,4.134,-0.1676,-1.7970,,,,,
0d - 00:00:00,007880730,27.152,134.06,-161.7396,4.014,-0.0838,-1.9087,,,,,
0d - 00:00:00,007945860,23.616,137.25,-161.0864,4.209,-0.0559,-1.9832,,,,,
0d - 00:00:00,008010990,19.703,140.55,-160.2270,4.125,0.018626,-2.0577,,,,,
0d - 00:00:00,008076119,15.721,143.50,-159.0582,4.172,0.08382,-2.1973,,,,,
0d - 00:00:00,008141249,11.705,146.31,-157.7519,4.181,0.13969,-2.2625,,,,,
0d - 00:00:00,008206379,8.204,148.68,-156.3769,4.199,0.21420,-2.2811,,,,,
0d - 00:00:00,008270000,,,,,,,121.72,121.96,121.96,0.07841,
0d - 00:00:00,008271509,4.634,150.81,-155.0018,4.292,0.26076,-2.4673,,,,,
0d - 00:00:00,008335000,0.7208,153.14,-153.1799,4.060,0.3632,-2.5046,,,,,
0d - 00:00:00,008400130,-3.4669,155.31,-151.0142,4.199,0.4563,-2.6163,,,,,
0d - 00:00:00,008465260,-6.7965,156.95,-149.2610,4.088,0.5215,-2.6815,,,,,
0d - 00:00:00,008530390,-10.5380,158.77,-146.9922,4.162,0.5495,-2.7467,,,,,
0d - 00:00:00,008595520,-14.8287,160.87,-144.3453,4.116,0.5960,-2.8584,,,,,
0d - 00:00:00,008660650,-18.9135,162.03,-141.2170,4.125,0.6798,-2.8211,,,,,
0d - 00:00:00,008725780,-22.7923,163.20,-138.4326,4.088,0.7264,-3.0074,,,,,
0d - 00:00:00,008790910,-26.1905,164.33,-136.0262,4.041,0.8288,-3.0632,,,,,
0d - 00:00:00,008856040,-29.1768,165.02,-133.6199,4.032,0.8661,-3.1098,,,,,
0d - 00:00:00,008921170,-32.7467,165.71,-129.9417,3.958,0.9127,-3.1656,,,,,
0d - 00:00:00,008986300,-38.6850,166.81,-124.8540,4.014,1.0430,-3.2587,,,,,
0d - 00:00:00,009051430,-43.9025,168.18,-121.6570,3.958,0.9872,-3.2960,,,,,
0d - 00:00:00,009116560,-47.1292,169.14,-119.3538,3.958,1.1175,-3.4170,,,,,
0d - 00:00:00,009181690,-49.8752,168.49,-116.0193,3.939,1.1548,-3.4356,,,,,
0d - 00:00:00,009246820,-50.2528,165.29,-112.6849,3.874,1.2200,-3.4822,,,,,
0d - 00:00:00,009311950,-52.0377,164.44,-109.1441,3.818,1.2852,-3.5660,,,,,
0d - 00:00:00,009377080,-58.7656,166.87,-104.0908,3.772,1.3317,-3.5846,,,,,
0d - 00:00:00,009442210,-66.7978,169.21,-98.5907,3.763,1.4342,-3.6591,,,,,
0d - 00:00:00,009507340,-72.0153,170.24,-95.3937,3.688,1.4435,-3.6777,,,,,
0d - 00:00:00,009572470,-74.4867,170.79,-93.5374,3.670,1.5273,-3.7057,,,,,
0d - 00:00:00,009637600,-77.0955,170.44,-90.2373,3.586,1.5646,-3.7895,,,,,
0d - 00:00:00,009702730,-80.4594,168.83,-84.9090,3.512,1.6111,-3.8360,,,,,
0d - 00:00:00,009767860,-84.4755,167.56,-79.6151,3.475,1.6484,-3.8453,,,,,
0d - 00:00:00,009832990,-89.1095,167.42,-74.8712,3.438,1.7229,-3.9291,,,,,
0d - 00:00:00,009898120,-93.6061,167.56,-70.7460,3.493,1.7322,-3.9570,,,,,
0d - 00:00:00,009963250,-97.7596,167.77,-66.7928,3.224,1.7974,-3.9757,,,,,
0d - 00:00:00,010028380,-101.6384,167.80,-62.9426,3.187,1.8533,-4.0502,,,,,
0d - 00:00:00,010093510,-105.3799,167.53,-58.9550,3.168,1.9091,-3.9943,,,,,
0d - 00:00:00,010158640,-108.8811,167.05,-54.7268,3.0845,1.9371,-4.0502,,,,,
0d - 00:00:00,010223770,-112.9658,166.15,-50.0172,3.0381,1.9836,-4.0595,,,,,
0d - 00:00:00,010288900,-116.7073,165.60,-45.6515,2.9545,2.0954,-4.0688,,,,,
0d - 00:00:00,010354030,-120.1056,165.02,-42.0076,2.8615,2.0488,-4.0781,,,,,
0d - 00:00:00,010419160,-123.1262,164.51,-38.7419,2.8244,2.0954,-4.0874,,,,,
0d - 00:00:00,010484290,-125.9409,163.96,-35.5449,2.7686,2.1326,-4.0967,,,,,
0d - 00:00:00,010549420,-128.7900,163.44,-32.1417,2.7129,2.1885,-4.1246,,,,,
0d - 00:00:00,010614550,-131.8793,162.79,-28.4634,2.5735,2.2723,-4.1433,,,,,
0d - 00:00:00,010679680,-134.8656,161.90,-24.7164,2.4899,2.2072,-4.1153,,,,,
0d - 00:00:00,010744810,-137.8176,161.00,-21.0726,2.3784,2.2723,-4.1153,,,,,
0d - 00:00:00,010809940,-140.7353,160.11,-17.3943,2.3041,2.3375,-4.0967,,,,,
0d - 00:00:00,010875070,-143.7216,158.98,-13.4067,2.2298,2.3562,-4.0781,,,,,
0d - 00:00:00,010940200,-146.5363,157.71,-9.6253,2.2019,2.3934,-4.1153,,,,,
0d - 00:00:00,011005330,-148.8018,156.41,-6.3252,2.0904,2.4213,-4.1153,,,,,
0d - 00:00:00,011070460,-151.0330,154.93,-2.6813,1.9325,2.4307,-4.1060,,,,,
0d - 00:00:00,011135590,-153.2299,153.01,1.4782,1.8953,2.4679,-4.0315,,,,,
0d - 00:00:00,011200720,-155.1521,150.98,5.156,1.7002,2.4679,-4.0874,,,,,
0d - 00:00:00,011265850,-156.6967,149.23,7.803,1.6723,2.5145,-4.0781,,,,,
0d - 00:00:00,011330980,-158.5503,147.38,11.825,1.5887,2.5331,-4.0502,,,,,
0d - 00:00:00,011396110,-160.8502,144.43,16.810,1.5237,2.5517,-4.0222,,,,,
0d - 00:00:00,011461240,-162.6694,141.13,21.279,1.4401,2.5610,-3.9012,,,,,
0d - 00:00:00,011526370,-163.8365,138.70,24.682,1.2914,2.5983,-4.0129,,,,,
0d - 00:00:00,011591500,-164.8663,136.16,28.051,1.1892,2.5890,-3.9105,,,,,
0d - 00:00:00,011656630,-165.5871,132.52,32.14,1.1056,2.6262,-3.9198,,,,,
0d - 00:00:00,011721760,-164.9349,127.78,36.20,0.9755,2.6355,-3.9198,,,,,
0d - 00:00:00,011786890,-165.9990,124.07,41.29,0.8826,2.6542,-3.8546,,,,,
0d - 00:00:00,011852020,-168.7794,121.98,45.79,0.7990,2.6449,-3.8081,,,,,
0d - 00:00:00,011917150,-169.9121,119.06,49.23,0.6875,2.6728,-3.7522,,,,,
0d - 00:00:00,011982280,-168.2988,115.32,50.02,0.5946,2.6728,-3.7057,,,,,
0d - 00:00:00,012047410,-163.4246,112.37,49.02,0.4924,2.5890,-3.6963,,,,,
0d - 00:00:00,012112540,-165.1409,108.77,56.82,0.3995,2.7752,-3.6405,,,,,
0d - 00:00:00,012177670,-170.8046,103.28,67.31,0.25085,2.6449,-3.5939,,,,,
0d - 00:00:00,012242800,-172.0060,98.30,71.67,0.22298,2.7100,-3.5194,,,,,
0d - 00:00:00,012307930,-170.0838,94.73,73.19,0.06504,2.6076,-3.5194,,,,,
0d - 00:00:00,012373060,-169.0540,90.92,76.45,-0.0279,2.6542,-3.3891,,,,,
0d - 00:00:00,012438190,-168.3675,86.77,79.65,-0.2323,2.5797,-3.3984,,,,,
0d - 00:00:00,012503320,-167.9212,83.44,83.02,-0.1672,2.6635,-3.2867,,,,,
0d - 00:00:00,012568450,-168.5734,79.28,88.04,-0.3252,2.6262,-3.2494,,,,,
0d - 00:00:00,012633580,-169.3973,74.79,93.09,-0.3809,2.6076,-3.1656,,,,,
0d - 00:00:00,012698710,-168.6078,69.54,97.42,-0.5110,2.6262,-3.0818,,,,,
0d - 00:00:00,012763840,-167.5437,64.11,101.48,-0.5760,2.5610,-3.0446,,,,,
0d - 00:00:00,012828970,-167.0631,60.30,105.12,-0.5574,2.5797,-3.0074,,,,,
0d - 00:00:00,012894100,-166.7542,56.70,108.42,-0.9291,2.5238,-2.9515,,,,,
0d - 00:00:00,012959230,-165.6214,52.03,111.89,-1.0034,2.5517,-2.8118,,,,,
0d - 00:00:00,013024360,-165.0379,47.67,115.88,-0.9477,2.4959,-2.7932,,,,,
0d - 00:00:00,013089490,-165.4841,44.31,119.73,-1.1521,2.4959,-2.6908,,,,,
0d - 00:00:00,013154620,-165.5528,40.95,123.00,-1.1799,2.4213,-2.5884,,,,,
0d - 00:00:00,013219750,-164.7290,37.58,125.61,-1.2542,2.4307,-2.4580,,,,,
0d - 00:00:00,013284880,-163.9395,34.29,128.12,-1.3843,2.4027,-2.4860,,,,,
0d - 00:00:00,013350010,-163.1843,30.856,131.11,-1.4865,2.3282,-2.2439,,,,,
0d - 00:00:00,013415140,-162.7038,27.423,134.27,-1.5608,2.3562,-2.2997,,,,,
0d - 00:00:00,013480270,-162.0172,23.819,137.37,-1.6630,2.3375,-2.1787,,,,,
0d - 00:00:00,013545400,-161.2964,20.284,140.32,-1.7838,2.2817,-2.0484,,,,,
0d - 00:00:00,013610530,-160.2666,16.612,143.11,-1.8489,2.2537,-1.9925,,,,,
0d - 00:00:00,013675660,-159.0309,12.631,145.93,-1.9603,2.2351,-1.8808,,,,,
0d - 00:00:00,013740790,-157.5206,8.718,148.37,-2.0347,2.1047,-1.8156,,,,,
0d - 00:00:00,013805920,-155.9759,5.045,150.60,-2.1462,2.1606,-1.7225,,,,,
0d - 00:00:00,013871050,-154.0193,0.7551,153.15,-2.2019,2.0675,-1.6014,,,,,
0d - 00:00:00,013936180,-151.9941,-3.5008,155.48,-2.3227,2.0768,-1.5083,,,,,
0d - 00:00:00,014001310,-150.4495,-6.6928,157.10,-2.3784,2.0209,-1.4152,,,,,
0d - 00:00:00,014066440,-148.9048,-9.5415,158.61,-2.4899,2.0675,-1.3035,,,,,
0d - 00:00:00,014131570,-146.5020,-13.6945,160.50,-2.5457,1.8905,-1.2476,,,,,
0d - 00:00:00,014196700,-143.5157,-18.1907,162.08,-2.6293,1.8998,-1.1173,,,,,
0d - 00:00:00,014261830,-140.3577,-22.3780,163.42,-2.7408,1.8067,-1.0149,,,,,
0d - 00:00:00,014326960,-137.4057,-26.3937,164.70,-2.8615,1.7881,-0.9218,,,,,
0d - 00:00:00,014392090,-134.3507,-30.2034,165.42,-2.8430,1.7694,-0.8007,,,,,
0d - 00:00:00,014457220,-130.9868,-34.1848,166.21,-2.9730,1.7136,-0.6890,,,,,
0d - 00:00:00,014522350,-127.1767,-38.9555,167.48,-3.0659,1.6577,-0.5773,,,,,
0d - 00:00:00,014587480,-123.7441,-43.5547,168.51,-3.0659,1.6204,-0.4842,,,,,
0d - 00:00:00,014652610,-120.1399,-47.3644,168.86,-3.0288,1.5739,-0.4935,,,,,
0d - 00:00:00,014717740,-116.5014,-50.4534,167.72,-3.2425,1.4901,-0.2886,,,,,
0d - 00:00:00,014782870,-112.4509,-50.9339,163.97,-3.3540,1.4621,-0.2514,,,,,
0d - 00:00:00,014848000,-109.3616,-52.8559,164.32,-3.3818,1.3969,-0.1117,,,,,
0d - 00:00:00,014913130,-107.2678,-59.7204,169.30,-3.5026,1.3690,-0.0466,,,,,
0d - 00:00:00,014978260,-103.5263,-66.8937,171.57,-3.5305,1.3131,0.009311,,,,,
0d - 00:00:00,015043390,-97.6566,-71.4928,169.92,-3.5491,1.2479,0.22346,,,,,
0d - 00:00:00,015108520,-91.9242,-75.8517,168.92,-3.5583,1.1548,0.30725,,,,,
0d - 00:00:00,015173650,-87.2902,-80.2793,168.96,-3.6605,1.1641,0.3631,,,,,
0d - 00:00:00,015238780,-83.5487,-83.1623,168.10,-3.6791,1.0803,0.5028,,,,,
0d - 00:00:00,015303910,-80.4594,-85.4962,167.69,-3.7349,0.9965,0.5866,,,,,
0d - 00:00:00,015369040,-77.8163,-88.7225,168.41,-3.7720,0.9685,0.6983,,,,,
0d - 00:00:00,015434170,-74.7270,-92.1890,168.61,-3.8371,0.8382,0.7449,,,,,
0d - 00:00:00,015499300,-70.7796,-95.6555,167.79,-3.9021,0.8940,0.8845,,,,,
0d - 00:00:00,015564430,-65.6994,-100.0144,167.03,-3.8835,0.7730,0.9590,,,,,
0d - 00:00:00,015629560,-60.4475,-104.7509,166.59,-3.9114,0.6612,1.0894,,,,,
0d - 00:00:00,015694690,-55.8479,-109.0411,166.35,-4.0693,0.6426,1.1638,,,,,
0d - 00:00:00,015759820,-51.1453,-113.6403,166.17,-3.9393,0.5681,1.2476,,,,,
0d - 00:00:00,015824950,-46.6143,-118.0678,166.21,-4.0508,0.4936,1.3594,,,,,
0d - 00:00:00,015890080,-42.9758,-121.4314,165.80,-3.9764,0.4284,1.4711,,,,,
0d - 00:00:00,015955210,-39.6805,-123.9369,165.01,-4.0229,0.3539,1.5363,,,,,
0d - 00:00:00,016020340,-36.4196,-126.3051,163.94,-3.8649,0.30732,1.6014,,,,,
0d - 00:00:00,016085470,-33.2616,-128.7420,163.11,-4.0879,0.25145,1.7318,,,,,
0d - 00:00:00,016150600,-30.0006,-131.3848,162.36,-4.1344,0.16763,1.8249,,,,,
0d - 00:00:00,016215730,-26.7054,-134.4051,161.74,-4.1530,0.11175,1.8808,,,,,
0d - 00:00:00,016280860,-23.1012,-137.6314,161.09,-4.1065,0.03725,2.0577,,,,,
0d - 00:00:00,016345990,-19.3597,-140.7547,160.36,-4.1530,-0.0186,2.1042,,,,,
0d - 00:00:00,016411120,-15.4809,-143.7750,159.06,-4.1437,-0.0652,2.1787,,,,,
0d - 00:00:00,016476250,-11.5334,-146.4521,157.82,-4.1530,-0.1490,2.2439,,,,,
0d - 00:00:00,016541380,-7.9979,-148.7174,156.55,-4.1344,-0.1769,2.3277,,,,,
0d - 00:00:00,016606000,,,,,,,121.72,121.98,121.97,0.07747,
0d - 00:00:00,016606510,-4.4623,-150.9140,154.76,-4.1437,-0.3353,2.4301,,,,,
0d - 00:00:00,016670999,-0.4806,-153.1793,152.90,-4.1344,-0.4005,2.4953,,,,,
0d - 00:00:00,016736132,3.501,-155.3759,151.05,-4.1344,-0.3260,2.6070,,,,,
0d - 00:00:00,016801264,6.831,-157.0233,149.43,-4.1251,-0.4843,2.6908,,,,,
0d - 00:00:00,016866396,10.572,-158.9111,147.16,-4.1158,-0.5495,2.7653,,,,,
0d - 00:00:00,016931528,14.932,-160.8331,144.41,-4.0600,-0.6612,2.8211,,,,,
0d - 00:00:00,016996660,19.291,-162.3776,141.22,-4.0693,-0.6892,2.9142,,,,,
0d - 00:00:00,017061792,23.033,-163.5102,138.33,-4.0229,-0.7543,2.9701,,,,,
0d - 00:00:00,017126924,26.362,-164.2653,135.72,-4.0322,-0.8102,3.0725,,,,,
0d - 00:00:00,017192056,29.314,-164.9174,133.41,-3.9764,-0.8382,3.1563,,,,,
0d - 00:00:00,017257188,32.75,-165.7755,130.04,-4.0043,-0.9313,3.194,,,,,
0d - 00:00:00,017322320,38.69,-166.8051,124.79,-3.8464,-0.9872,3.203,,,,,
0d - 00:00:00,017387452,44.07,-168.1094,121.31,-3.9764,-1.0617,3.324,,,,,
0d - 00:00:00,017452584,47.37,-169.0704,119.01,-3.9486,-1.1175,3.398,,,,,
0d - 00:00:00,017517716,49.29,-167.8691,116.19,-3.8649,-1.1827,3.454,,,,,
0d - 00:00:00,017582848,49.43,-164.7115,112.55,-3.8649,-1.1827,3.436,,,,,
0d - 00:00:00,017647980,52.72,-164.7458,108.56,-3.7906,-1.2852,3.613,,,,,
0d - 00:00:00,017713112,60.00,-167.5259,103.78,-3.7627,-1.3317,3.640,,,,,
0d - 00:00:00,017778244,67.21,-169.5509,98.76,-3.7070,-1.4062,3.696,,,,,
