X-Data,AVValue[Volts],BVValue[Volts],CVValue[Volts],AIValue[Amps],BIValue[Amps],CIValue[Amps],AVrmsValue[Volts],BVrmsValue[Volts],CVrmsValue[Volts],DVrmsValue[Volts],
0d - 00:00:00,000000000,1.3044,153.14,-153.4893,0.009291,-0.0466,0,,,,,
0d - 00:00:00,000065109,-3.2266,155.41,-151.2549,0.027872,0,0.027932,,,,,
0d - 00:00:00,000130218,-6.0413,156.85,-150.1892,-0.0279,0.018626,0.027932,,,,,
0d - 00:00:00,000195327,-9.3709,158.53,-147.7829,0,0,0.027932,,,,,
0d - 00:00:00,000260436,-14.1765,160.90,-144.6890,0.04645,0.009313,0,,,,,
0d - 00:00:00,000325545,-19.2224,162.65,-141.2514,0.009291,0.018626,0.027932,,,,,
0d - 00:00:00,000390654,-23.7534,164.16,-137.8826,0,0,0.009311,,,,,
0d - 00:00:00,000455763,-27.5979,165.43,-135.6137,0.03716,0.04656,0.027932,,,,,
0d - 00:00:00,000520872,-30.4812,166.29,-133.4137,0.03716,-0.0652,-0.0093,,,,,
0d - 00:00:00,000585981,-33.9138,166.70,-129.6667,0.018581,0.027939,0,,,,,
0d - 00:00:00,000651090,-38.9597,167.49,-125.3697,-0.0093,-0.0279,0.009311,,,,,
0d - 00:00:00,000716199,-43.5936,168.80,-122.3446,0.027872,0.10244,0.009311,,,,,
0d - 00:00:00,000781308,-47.9187,169.62,-118.4944,0.018581,0,-0.0279,,,,,
0d - 00:00:00,000846417,-51.5915,169.34,-114.8506,0.10220,0.027939,-0.0186,,,,,
0d - 00:00:00,000911526,-54.2346,169.45,-112.6849,0.027872,0,0.009311,,,,,
0d - 00:00:00,000976635,-56.0195,168.97,-110.0035,0.027872,0,0.018621,,,,,
0d - 00:00:00,001041744,-59.3491,168.32,-105.3628,0,0,0.13966,,,,,
0d - 00:00:00,001106853,-64.8069,168.45,-99.7938,0.06504,0.009313,0.03724,,,,,
0d - 00:00:00,001171962,-71.1571,169.17,-94.3280,-0.1208,0.018626,0.05586,,,,,
0d - 00:00:00,001237071,-75.3792,169.52,-91.2686,0.009291,0.009313,-0.0186,,,,,
0d - 00:00:00,001302180,-77.7820,169.72,-88.9997,0.018581,0.009313,-0.0559,,,,,
0d - 00:00:00,001367289,-80.9056,169.55,-85.0809,0.009291,0.05588,-0.0186,,,,,
0d - 00:00:00,001432398,-85.1620,168.97,-80.0963,-0.0093,0.027939,0.018621,,,,,
0d - 00:00:00,001497507,-89.5900,168.45,-75.5930,0.009291,-0.0466,0.009311,,,,,
0d - 00:00:00,001562616,-93.6061,168.25,-71.1242,0.04645,0.04656,0.027932,,,,,
0d - 00:00:00,001627725,-98.2058,167.94,-66.2084,0.009291,0.03725,0.027932,,,,,
0d - 00:00:00,001692834,-102.0503,167.87,-62.8051,-0.0186,0.13038,0.018621,,,,,
0d - 00:00:00,001757943,-104.8306,167.80,-59.9175,0.009291,0.009313,0,,,,,
0d - 00:00:00,001823052,-108.5035,167.49,-55.5174,0.04645,0,0.027932,,,,,
0d - 00:00:00,001888161,-113.0002,166.91,-50.2922,-0.0279,0.009313,0.03724,,,,,
0d - 00:00:00,001953270,-117.1536,166.22,-45.8233,0,0.027939,0.018621,,,,,
0d - 00:00:00,002018378,-120.3802,165.71,-42.3857,-0.0093,-0.0093,-0.0372,,,,,
0d - 00:00:00,002083488,-123.4352,164.92,-38.8794,0.018581,0.018626,0.018621,,,,,
0d - 00:00:00,002148597,-126.3528,164.51,-35.4761,0,0,0,,,,,
0d - 00:00:00,002213706,-129.3392,164.09,-32.0729,0,-0.0186,-0.0093,,,,,
0d - 00:00:00,002278815,-132.3598,163.44,-28.5665,0,-0.0279,-0.0652,,,,,
0d - 00:00:00,002343924,-135.5178,162.65,-24.7164,-0.0279,0.018626,0.05586,,,,,
0d - 00:00:00,002409033,-138.6758,161.76,-21.0726,-0.0372,0.018626,0.018621,,,,,
0d - 00:00:00,002474142,-141.3875,160.83,-17.4287,-0.0093,0.03725,0.009311,,,,,
0d - 00:00:00,002539251,-144.0306,159.67,-13.7504,-0.0465,-0.0093,-0.0279,,,,,
