X-Data,AVValue[Volts],BVValue[Volts],CVValue[Volts],AIValue[Amps],BIValue[Amps],CIValue[Amps],AVrmsValue[Volts],BVrmsValue[Volts],CVrmsValue[Volts],DVrmsValue[Volts],
0d - 00:00:00,006640608,-101.8786,-66.9280,170.44,-3.5769,-0.0279,0.03724,,,,,
0d - 00:00:00,006705712,-97.4506,-71.3898,170.33,-3.5119,-0.0279,0.018621,,,,,
0d - 00:00:00,006770816,-92.8167,-75.6115,170.02,-3.2610,0.009313,0,,,,,
0d - 00:00:00,006835920,-88.6976,-79.3526,169.78,-3.2518,0,-0.0186,,,,,
0d - 00:00:00,006901024,-84.5442,-83.4369,169.61,-2.9173,-0.0093,0.04655,,,,,
0d - 00:00:00,006966128,-80.2191,-87.6585,169.41,-2.8430,0,0,,,,,
0d - 00:00:00,007031232,-76.3746,-90.7818,169.06,-2.7408,-0.0745,0,,,,,
0d - 00:00:00,007096336,-73.2853,-93.4246,168.58,-2.5642,-0.0466,0,,,,,
0d - 00:00:00,007161440,-69.8184,-96.8568,168.17,-2.4435,-0.0186,0.04655,,,,,
0d - 00:00:00,007226544,-64.5666,-101.6619,167.48,-2.1369,-0.0559,0,,,,,
0d - 00:00:00,007291648,-59.5207,-106.1238,166.96,-2.0718,-0.0186,0.009311,,,,,
0d - 00:00:00,007356752,-55.1614,-110.3797,166.90,-1.8396,-0.0559,0.03724,,,,,
0d - 00:00:00,007421856,-50.8020,-114.8416,167.03,-1.8210,-0.0466,0.018621,,,,,
0d - 00:00:00,007486960,-46.6486,-118.7886,166.96,-1.5423,0,-0.0186,,,,,
0d - 00:00:00,007552064,-43.0444,-121.7403,166.35,-1.4215,-0.1211,0.03724,,,,,
0d - 00:00:00,007617168,-39.8521,-124.4174,165.52,-1.2728,-0.0745,0.027932,,,,,
0d - 00:00:00,007682272,-36.5569,-127.1632,165.04,-1.1799,-0.0745,0.018621,,,,,
0d - 00:00:00,007747376,-33.3302,-130.0462,164.35,-1.0406,0.018626,-0.0093,,,,,
0d - 00:00:00,007812480,-29.9663,-132.8606,163.70,-0.9105,-0.0466,0.018621,,,,,
0d - 00:00:00,007877584,-26.7054,-135.9153,163.11,-0.8176,-0.0838,-0.0838,,,,,
0d - 00:00:00,007942688,-22.9982,-139.1072,162.46,-0.5667,-0.0652,0.018621,,,,,
0d - 00:00:00,008007792,-19.2910,-142.0932,161.36,-0.4738,-0.0745,-0.0093,,,,,
0d - 00:00:00,008072896,-15.4466,-144.6674,159.99,-0.3252,-0.0931,-0.0466,,,,,
0d - 00:00:00,008137999,-12.0140,-147.0699,158.78,-0.0929,-0.0745,0.009311,,,,,
0d - 00:00:00,008203103,-8.5471,-149.3695,157.27,-0.1115,-0.1024,0.009311,,,,,
0d - 00:00:00,008267999,,,,,,,121.89,122.67,122.56,0.15397,
0d - 00:00:00,008268208,-4.8742,-151.6005,155.79,-0.0186,-0.0559,-0.0279,,,,,
0d - 00:00:00,008333000,-1.0641,-153.8314,153.97,0.23227,-0.0652,0,,,,,
0d - 00:00:00,008398092,3.0550,-155.8907,151.74,0.23227,-0.0838,0.009311,,,,,
0d - 00:00:00,008463184,5.835,-157.1949,150.57,0.3902,-0.0373,0,,,,,
0d - 00:00:00,008528276,9.165,-158.6708,147.75,0.5667,-0.0745,0.12104,,,,,
0d - 00:00:00,008593368,14.211,-160.6615,144.14,0.6039,-0.0838,-0.0279,,,,,
0d - 00:00:00,008658460,19.394,-162.6522,140.60,0.9755,-0.0745,0.009311,,,,,
0d - 00:00:00,008723552,23.788,-164.1623,137.75,1.1056,-0.0931,0.03724,,,,,
0d - 00:00:00,008788644,27.289,-165.0547,135.34,1.1799,-0.0373,0.07449,,,,,
0d - 00:00:00,008853736,30.138,-165.9128,132.97,1.5051,-0.0466,0,,,,,
0d - 00:00:00,008918828,33.91,-166.5992,129.19,1.4772,-0.1024,-0.0093,,,,,
0d - 00:00:00,008983920,39.17,-167.8348,125.03,1.6630,-0.1583,0,,,,,
0d - 00:00:00,009049012,44.07,-169.1390,121.59,1.8117,-0.0745,-0.0279,,,,,
0d - 00:00:00,009114104,48.19,-169.7911,118.05,1.9882,-0.1118,-0.0093,,,,,
0d - 00:00:00,009179196,52.00,-169.7911,114.20,2.1647,-0.0279,0.009311,,,,,
0d - 00:00:00,009244288,55.23,-169.8598,111.38,2.2576,-0.0745,-0.0186,,,,,
0d - 00:00:00,009309380,58.01,-169.9971,108.70,2.3970,-0.1118,0.018621,,,,,
0d - 00:00:00,009374472,61.37,-169.8598,104.64,2.5178,-0.1118,0,,,,,
0d - 00:00:00,009439564,65.60,-169.8598,100.28,2.6571,-0.1024,-0.0186,,,,,
0d - 00:00:00,009504656,70.06,-170.1000,95.87,2.8801,-0.0745,-0.0093,,,,,
0d - 00:00:00,009569748,74.28,-170.1344,91.99,2.9266,-0.0931,0.009311,,,,,
0d - 00:00:00,009634840,77.61,-169.8941,88.48,3.1403,-0.1118,0.009311,,,,,
0d - 00:00:00,009699932,80.97,-169.5852,84.57,3.187,-0.1024,0.018621,,,,,
0d - 00:00:00,009765024,85.06,-169.2763,80.06,3.354,-0.0931,-0.0279,,,,,
0d - 00:00:00,009830116,89.11,-168.7958,75.42,3.493,-0.0745,0.04655,,,,,
0d - 00:00:00,009895208,93.37,-168.4869,70.95,3.744,-0.0931,0.018621,,,,,
0d - 00:00:00,009960300,97.69,-168.1437,66.38,3.856,-0.0931,-0.0279,,,,,
0d - 00:00:00,010025392,101.74,-167.6975,61.81,3.995,-0.1024,0.027932,,,,,
0d - 00:00:00,010090484,105.48,-167.2513,57.89,4.218,-0.1024,0.04655,,,,,
0d - 00:00:00,010155576,109.22,-167.0797,53.52,4.097,-0.0931,-0.0093,,,,,
0d - 00:00:00,010220668,113.27,-166.8051,49.26,4.460,-0.1118,-0.0093,,,,,
0d - 00:00:00,010285760,117.19,-166.3589,45.41,4.543,-0.1211,0.07449,,,,,
0d - 00:00:00,010350852,120.41,-166.0500,41.77,4.701,-0.1211,0.027932,,,,,
0d - 00:00:00,010415944,123.68,-165.5009,38.47,4.775,-0.1118,-0.0186,,,,,
0d - 00:00:00,010481036,126.63,-164.8831,34.79,4.924,-0.0745,0.018621,,,,,
0d - 00:00:00,010546128,129.68,-164.3339,31.042,5.045,-0.1024,0,,,,,
0d - 00:00:00,010611220,133.05,-163.7848,27.467,5.110,-0.1304,-0.0186,,,,,
0d - 00:00:00,010676312,136.00,-162.9611,24.029,5.259,0.018626,-0.0652,,,,,
0d - 00:00:00,010741404,138.81,-162.2403,20.591,5.314,-0.0931,0.009311,,,,,
0d - 00:00:00,010806496,141.66,-161.3479,16.741,5.500,-0.0931,-0.0093,,,,,
0d - 00:00:00,010871588,144.75,-160.0437,12.822,5.584,-0.1490,0.018621,,,,,
0d - 00:00:00,010936680,147.02,-158.7051,9.385,5.639,-0.1304,0.027932,,,,,
0d - 00:00:00,011001772,149.15,-157.1949,5.913,5.667,-0.1211,0.08380,,,,,
0d - 00:00:00,011066864,151.34,-155.4102,2.0282,5.760,-0.1304,0.018621,,,,,
0d - 00:00:00,011131956,153.57,-153.3852,-2.0282,5.900,-0.0559,-0.0093,,,,,
0d - 00:00:00,011197048,155.22,-151.3945,-4.9502,5.937,-0.0838,0,,,,,
0d - 00:00:00,011262140,156.01,-150.1589,-7.0127,5.927,-0.1211,0,,,,,
0d - 00:00:00,011327232,157.83,-147.7221,-11.6879,5.983,-0.1211,-0.0279,,,,,
0d - 00:00:00,011392324,160.71,-144.0496,-17.8756,6.141,-0.1118,0.018621,,,,,
0d - 00:00:00,011457416,163.25,-140.8233,-22.7226,6.188,-0.1118,0.06517,,,,,
0d - 00:00:00,011522508,164.28,-137.9746,-26.1946,6.206,-0.1490,-0.0279,,,,,
0d - 00:00:00,011587600,164.73,-135.0916,-29.4259,6.262,-0.0652,0,,,,,
0d - 00:00:00,011652692,164.97,-131.4534,-33.4479,6.253,-0.1118,-0.0093,,,,,
0d - 00:00:00,011717784,166.17,-128.1242,-37.8137,6.308,-0.1024,-0.0093,,,,,
0d - 00:00:00,011782876,167.72,-125.3441,-42.3514,6.411,-0.0931,0,,,,,
0d - 00:00:00,011847968,169.29,-122.0835,-46.8203,6.355,-0.0466,0.018621,,,,,
0d - 00:00:00,011913060,169.84,-118.1021,-51.0485,6.438,-0.0745,0.009311,,,,,
0d - 00:00:00,011978152,169.64,-114.2924,-54.4517,6.383,-0.1118,-0.0093,,,,,
0d - 00:00:00,012043244,169.29,-110.7229,-57.7862,6.336,-0.1024,0.009311,,,,,
0d - 00:00:00,012108336,169.50,-107.1191,-61.6020,6.392,-0.0093,0,,,,,
0d - 00:00:00,012173428,169.77,-103.0348,-65.8646,6.411,-0.0093,-0.0372,,,,,
0d - 00:00:00,012238520,170.08,-99.2250,-70.1273,6.392,-0.0652,0.018621,,,,,
0d - 00:00:00,012303612,170.19,-95.0721,-74.2524,6.383,-0.0466,-0.0186,,,,,
0d - 00:00:00,012368704,169.81,-90.9534,-77.6900,6.420,-0.1304,0.009311,,,,,
0d - 00:00:00,012433796,169.29,-87.1093,-81.0589,6.299,-0.0279,-0.0186,,,,,
0d - 00:00:00,012498888,168.99,-82.6475,-85.4246,6.299,-0.0745,0.018621,,,,,
0d - 00:00:00,012563980,168.68,-77.9454,-89.6873,6.373,-0.0838,-0.0093,,,,,
0d - 00:00:00,012629072,168.30,-73.7924,-93.4686,6.327,0.03725,0.04655,,,,,
0d - 00:00:00,012694164,168.02,-69.3305,-97.6969,6.290,-0.0652,0.027932,,,,,
0d - 00:00:00,012759256,167.54,-64.4225,-102.0970,6.243,-0.0652,-0.0466,,,,,
0d - 00:00:00,012824348,167.17,-60.3725,-105.6378,6.281,-0.0745,-0.0186,,,,,
0d - 00:00:00,012889440,166.65,-56.5284,-108.9379,6.206,0,0.009311,,,,,
0d - 00:00:00,012954532,166.20,-52.3411,-112.8911,6.197,-0.0559,0.03724,,,,,
0d - 00:00:00,013019624,165.83,-48.0165,-116.8100,6.178,-0.0559,-0.0838,,,,,
0d - 00:00:00,013084716,165.45,-44.3784,-119.9726,6.206,-0.0466,0,,,,,
0d - 00:00:00,013149808,165.07,-40.8432,-123.2040,6.160,-0.0186,-0.0093,,,,,
0d - 00:00:00,013214900,164.80,-37.4110,-126.3322,6.132,-0.0559,-0.0093,,,,,
0d - 00:00:00,013279992,164.28,-34.0818,-129.4260,6.206,-0.0559,0.05586,,,,,
0d - 00:00:00,013345084,163.87,-30.8555,-132.3480,5.965,-0.0466,-0.0186,,,,,
0d - 00:00:00,013410176,163.39,-27.6292,-135.2700,6.067,-0.0652,-0.0093,,,,,
0d - 00:00:00,013475268,162.77,-24.0941,-138.3982,6.048,-0.0093,0,,,,,
0d - 00:00:00,013540360,161.98,-20.5589,-141.1827,6.169,-0.0466,-0.0372,,,,,
0d - 00:00:00,013605452,160.78,-16.8178,-143.9327,6.002,-0.0373,-0.0279,,,,,
0d - 00:00:00,013670544,159.48,-12.7678,-146.6828,5.881,-0.0745,-0.0186,,,,,
0d - 00:00:00,013735636,157.73,-8.6492,-149.0892,5.723,-0.0373,-0.0093,,,,,
0d - 00:00:00,013800728,155.70,-4.3932,-151.3580,5.797,-0.0466,-0.0093,,,,,
0d - 00:00:00,013865820,153.81,-0.3089,-153.9018,5.695,0.009313,-0.0093,,,,,
0d - 00:00:00,013930912,152.41,3.329,-156.0331,5.602,-0.0186,0.027932,,,,,
0d - 00:00:00,013996004,150.86,5.663,-156.8238,5.519,-0.0373,-0.0093,,,,,
0d - 00:00:00,014061096,149.18,8.340,-158.0613,5.426,0,-0.0279,,,,,
0d - 00:00:00,014126188,146.60,13.386,-160.7427,5.416,-0.0559,0,,,,,
0d - 00:00:00,014191280,143.28,18.877,-162.6677,5.259,-0.0279,-0.0652,,,,,
0d - 00:00:00,014256372,139.50,23.614,-163.8021,5.259,0.018626,0.009311,,,,,
0d - 00:00:00,014321464,135.72,28.041,-164.8678,4.952,-0.0093,0.009311,,,,,
0d - 00:00:00,014386556,132.77,32.06,-166.2772,4.813,0.03725,0.03724,,,,,
0d - 00:00:00,014451648,130.13,36.18,-167.5835,4.720,-0.0186,0.009311,,,,,
0d - 00:00:00,014516740,126.25,40.71,-168.3054,4.552,-0.0186,-0.0093,,,,,
0d - 00:00:00,014581832,122.61,44.89,-168.8210,4.469,-0.0186,-0.0093,,,,,
0d - 00:00:00,014646924,118.97,49.01,-169.3023,4.329,0.009313,0.08380,,,,,
0d - 00:00:00,014712016,115.30,52.92,-169.5429,4.079,0,0.009311,,,,,
0d - 00:00:00,014777108,111.76,56.73,-169.8523,4.051,-0.0093,-0.0093,,,,,
0d - 00:00:00,014842200,108.30,60.27,-170.1961,3.939,0,-0.0186,,,,,
0d - 00:00:00,014907292,105.24,63.53,-170.3680,3.800,-0.0093,-0.0186,,,,,
0d - 00:00:00,014972384,101.98,67.03,-170.3680,3.707,-0.0093,-0.0093,,,,,
0d - 00:00:00,015037476,97.62,71.25,-170.1273,3.558,-0.0652,-0.0093,,,,,
0d - 00:00:00,015102568,92.89,75.61,-169.8179,3.326,0.009313,-0.0279,,,,,
0d - 00:00:00,015167660,88.63,79.56,-169.5429,3.177,0.04656,0.03724,,,,,
0d - 00:00:00,015232752,84.58,83.37,-169.4054,2.8801,0.009313,0.018621,,,,,
0d - 00:00:00,015297844,80.36,87.56,-169.1992,2.8244,0.05588,0.03724,,,,,
0d - 00:00:00,015362936,76.48,90.92,-168.7867,2.6943,0.04656,0.018621,,,,,
0d - 00:00:00,015428028,73.39,93.49,-168.4773,2.5828,0.04656,0.027932,,,,,
0d - 00:00:00,015493120,70.09,96.75,-167.9616,2.4620,0.11175,0,,,,,
0d - 00:00:00,015558212,64.91,101.49,-167.3772,2.2855,0.04656,0.027932,,,,,
0d - 00:00:00,015623304,59.76,105.95,-166.7928,2.0625,0.04656,-0.0279,,,,,
0d - 00:00:00,015688396,55.37,110.14,-166.8272,1.9696,0.05588,0.027932,,,,,
0d - 00:00:00,015753488,51.18,114.46,-166.9304,1.7002,0.03725,0.018621,,,,,
0d - 00:00:00,015818579,47.06,118.65,-166.8272,1.5608,0.04656,-0.0466,,,,,
0d - 00:00:00,015883672,43.35,121.67,-166.1053,1.5423,0.04656,0.027932,,,,,
0d - 00:00:00,015948764,40.16,124.18,-165.4178,1.3286,0.09313,-0.0559,,,,,
0d - 00:00:00,016013856,36.87,126.99,-164.7647,1.2171,-0.0279,0.009311,,,,,
0d - 00:00:00,016078948,33.54,129.77,-164.1803,1.0684,0.04656,-0.0093,,,,,
0d - 00:00:00,016144039,30.241,132.72,-163.5271,0.9941,0.03725,0.009311,,,,,
0d - 00:00:00,016209132,26.911,135.74,-163.0459,0.7897,0.13969,0,,,,,
0d - 00:00:00,016274224,23.410,138.97,-162.4615,0.6968,0.05588,0.009311,,,,,
0d - 00:00:00,016339316,19.566,141.92,-161.2583,0.6132,0.04656,-0.0652,,,,,
0d - 00:00:00,016404407,15.687,144.70,-159.9864,0.3809,0.06519,0,,,,,
0d - 00:00:00,016469500,12.151,147.04,-158.6801,0.26943,0.05588,0.009311,,,,,
0d - 00:00:00,016534592,8.684,149.20,-157.0644,0.11149,0.03725,0.09311,,,,,
0d - 00:00:00,016599684,4.737,151.39,-155.3112,0.06504,0.08382,-0.0093,,,,,
0d - 00:00:00,016601000,,,,,,,121.89,122.67,122.56,0.15706,
0d - 00:00:00,016666000,0.9954,153.56,-153.3518,-0.2323,0.05588,0.027932,,,,,
0d - 00:00:00,016731092,-2.9863,155.58,-151.4267,-0.3159,0.13038,0.03724,,,,,
0d - 00:00:00,016796184,-5.6981,156.99,-150.2923,-0.4088,0.018626,0.018621,,,,,
0d - 00:00:00,016861276,-8.8217,158.50,-147.7829,-0.5389,0.08382,0.018621,,,,,
0d - 00:00:00,016926368,-13.7646,160.46,-144.2077,-0.7618,0.018626,0,,,,,
0d - 00:00:00,016991460,-19.0851,162.41,-140.5295,-0.8919,0.16763,0.03724,,,,,
0d - 00:00:00,017056552,-23.7877,163.99,-137.4357,-1.0963,0.08382,-0.0186,,,,,
0d - 00:00:00,017121644,-27.2546,164.95,-135.0293,-1.2078,0.13038,0.018621,,,,,
0d - 00:00:00,017186736,-30.0006,165.98,-133.1043,-1.3100,0.19557,0.027932,,,,,
0d - 00:00:00,017251828,-33.7765,166.70,-129.1854,-1.4401,0.07450,-0.0093,,,,,
0d - 00:00:00,017316920,-39.2343,167.73,-124.6478,-1.6909,0.12107,-0.0745,,,,,
0d - 00:00:00,017382012,-44.2115,169.14,-121.4508,-1.8581,0.11175,0.009311,,,,,
0d - 00:00:00,017447104,-48.1246,169.93,-118.0475,-1.9696,0.10244,0,,,,,
0d - 00:00:00,017512196,-51.8661,169.72,-114.1630,-2.1554,0.07450,0.09311,,,,,
0d - 00:00:00,017577288,-55.0927,169.72,-111.3442,-2.1926,0.12107,0.07449,,,,,
0d - 00:00:00,017642380,-57.7358,169.96,-108.6972,-2.4435,0.12107,0.04655,,,,,
0d - 00:00:00,017707472,-61.2370,169.96,-104.6752,-2.4713,0.09313,0.027932,,,,,
0d - 00:00:00,017772564,-65.6650,169.79,-99.9313,-2.6386,0.10244,-0.0186,,,,,
0d - 00:00:00,017837656,-70.2647,170.00,-95.6687,-2.6571,0.12107,0.03724,,,,,
0d - 00:00:00,017902748,-74.1778,170.03,-92.0936,-2.9916,0.11175,0.009311,,,,,
