X-Data,AVValue[Volts],BVValue[Volts],CVValue[Volts],AIValue[Amps],BIValue[Amps],CIValue[Amps],AVrmsValue[Volts],BVrmsValue[Volts],CVrmsValue[Volts],DVrmsValue[Volts],
0d - 00:00:00,000000000,0.5492,152.77,-152.6299,-0.0372,0.009313,0.018621,,,,,
0d - 00:00:00,000065109,-3.4669,155.10,-150.7048,-0.0372,0,-0.0093,,,,,
0d - 00:00:00,000130218,-6.8308,156.85,-149.0548,-0.0650,0.018626,0,,,,,
0d - 00:00:00,000195327,-10.7783,158.81,-146.7516,-0.0186,0.018626,0.018621,,,,,
0d - 00:00:00,000260436,-14.8287,160.73,-144.1734,-0.0650,0.027939,0.009311,,,,,
0d - 00:00:00,000325545,-18.9478,162.17,-141.3545,0,0.018626,-0.0093,,,,,
0d - 00:00:00,000390654,-22.7923,163.44,-138.6388,-0.0557,0.009313,0,,,,,
0d - 00:00:00,000455763,-26.2591,164.64,-136.2669,-0.0279,0.05588,0.009311,,,,,
0d - 00:00:00,000520872,-29.3141,165.50,-133.6543,-0.0650,0.009313,-0.0279,,,,,
0d - 00:00:00,000585981,-33.2616,166.26,-129.9417,-0.0743,0.018626,0.027932,,,,,
0d - 00:00:00,000651090,-38.9597,167.15,-124.8540,-0.0279,0.018626,-0.0093,,,,,
0d - 00:00:00,000716199,-44.0399,168.35,-121.4852,-0.0465,0.018626,0.009311,,,,,
0d - 00:00:00,000781308,-47.4038,169.41,-119.3538,-0.0929,0.027939,0.027932,,,,,
0d - 00:00:00,000846417,-50.2528,169.45,-116.1225,-0.0279,0.027939,0.009311,,,,,
0d - 00:00:00,000911526,-53.8227,168.86,-111.9973,-0.0650,-0.0279,0.018621,,,,,
0d - 00:00:00,000976635,-56.3971,167.94,-108.5254,0.009291,0.009313,0.03724,,,,,
0d - 00:00:00,001041744,-59.8297,167.73,-104.4002,0.009291,0.018626,0.018621,,,,,
0d - 00:00:00,001106853,-65.2531,168.32,-99.4501,-0.0093,0,0.009311,,,,,
0d - 00:00:00,001171962,-70.5736,168.93,-95.1187,0,0.018626,0.009311,,,,,
0d - 00:00:00,001237071,-74.4867,169.48,-92.0248,-0.1115,0.018626,-0.0559,,,,,
0d - 00:00:00,001302180,-77.5760,169.69,-89.1372,-0.0279,0.03725,0.018621,,,,,
0d - 00:00:00,001367289,-81.1116,169.45,-84.9434,0.009291,0.009313,0.009311,,,,,
0d - 00:00:00,001432398,-85.4023,168.90,-79.9244,-0.0650,0,0.009311,,,,,
0d - 00:00:00,001497507,-89.7960,168.49,-75.0774,-0.0557,0.009313,-0.0186,,,,,
0d - 00:00:00,001562616,-94.0524,168.18,-70.9523,-0.0186,0.009313,-0.0093,,,,,
0d - 00:00:00,001627725,-97.7596,168.01,-66.9303,-0.0093,0.009313,0.018621,,,,,
0d - 00:00:00,001692834,-101.5011,167.56,-62.7364,-0.0465,-0.0186,0.027932,,,,,
0d - 00:00:00,001757943,-105.6545,167.29,-58.3019,-0.1951,0.009313,-0.0186,,,,,
0d - 00:00:00,001823052,-109.5676,166.91,-54.0392,-0.0279,0.009313,0,,,,,
0d - 00:00:00,001888161,-113.3777,166.46,-49.8453,-0.0372,0.027939,-0.0093,,,,,
0d - 00:00:00,001953270,-116.8446,166.08,-46.0640,-0.0557,0.018626,0.018621,,,,,
0d - 00:00:00,002018378,-120.1742,165.54,-42.5576,-0.0743,0.027939,0.009311,,,,,
0d - 00:00:00,002083488,-123.1262,164.85,-39.1888,-0.0650,0.027939,0.009311,,,,,
0d - 00:00:00,002148597,-125.6663,164.27,-35.6480,-0.0279,0,0.009311,,,,,
0d - 00:00:00,002213706,-128.7213,163.41,-32.0042,-0.0557,0,0.04655,,,,,
0d - 00:00:00,002278815,-131.9479,162.69,-28.3947,-0.0372,0,0.018621,,,,,
0d - 00:00:00,002343924,-134.8313,161.97,-24.7852,-0.0743,0.04656,0,,,,,
0d - 00:00:00,002409033,-137.7490,161.18,-21.2444,-0.0465,0.009313,0,,,,,
0d - 00:00:00,002474142,-139.9801,160.35,-17.4287,-0.2601,0.027939,0.03724,,,,,
